land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
243 sqm,238 sqm,4,5,Yes,No,Yes,Yes,3.9km,No,19 Years,No,6.5 km,3.36,extra_large,171746
256 sqm,239 sqm,4,4,No,Yes,Yes,No,0.6km,Yes,18 Years,No,3.8 km,5.43,large,204618
124 sqm,109 sqm,2,3,No,Yes,No,No,6.8km,No,15 Years,No,6.6 km,3.67,large,79158
253 sqm,234 sqm,4,4,Yes,Yes,No,Yes,3.8km,Yes,11 Years,No,6.4 km,5.09,large,210848
276 sqm,276 sqm,4,2,Yes,Yes,Yes,No,4.5km,Yes,16 Years,No,1.8 km,4.38,large,218119
275 sqm,263 sqm,5,5,Yes,Yes,Yes,Yes,4.7km,Yes,11 Years,No,1.4 km,4.94,extra_large,228265
121 sqm,113 sqm,1,2,No,Yes,No,No,6.5km,No,1 Years,No,3.3 km,0.50,small,92670
207 sqm,187 sqm,3,3,Yes,Yes,Yes,No,6.1km,Yes,12 Years,No,5.2 km,4.84,medium,162174
326 sqm,288 sqm,5,5,Yes,Yes,Yes,Yes,2.8km,Yes,9 Years,No,0.3 km,0.95,extra_large,297141
431 sqm,387 sqm,7,8,Yes,Yes,Yes,Yes,0.2km,Yes,20 Years,No,0.6 km,2.85,large,378182
112 sqm,104 sqm,1,1,Yes,No,No,No,6.4km,No,7 Years,No,4.5 km,1.92,small,69492
272 sqm,254 sqm,5,3,Yes,Yes,Yes,Yes,3.9km,Yes,8 Years,No,5.4 km,4.10,large,238963
235 sqm,217 sqm,5,3,Yes,Yes,Yes,Yes,5.3km,Yes,10 Years,No,1.6 km,0.69,medium,218468
308 sqm,296 sqm,4,4,Yes,Yes,Yes,Yes,5.5km,Yes,19 Years,No,3.1 km,5.38,extra_large,244402
139 sqm,135 sqm,2,2,Yes,No,No,No,4.9km,No,1 Years,No,5.8 km,4.46,large,86294
319 sqm,290 sqm,5,4,Yes,Yes,Yes,No,5.3km,No,12 Years,No,5.1 km,2.55,medium,228836
333 sqm,291 sqm,5,5,No,Yes,Yes,Yes,6.5km,Yes,14 Years,No,0.3 km,4.09,extra_large,271829
181 sqm,177 sqm,2,2,No,No,No,No,5.7km,No,16 Years,No,1.5 km,0.45,medium,126911
212 sqm,182 sqm,4,4,Yes,Yes,Yes,No,0.5km,Yes,19 Years,No,3.4 km,5.54,large,172691
181 sqm,168 sqm,3,3,Yes,No,No,No,3.2km,Yes,21 Years,No,6.1 km,1.78,medium,134748
104 sqm,104 sqm,1,1,No,No,No,Yes,2.5km,No,7 Years,No,0.2 km,1.59,small,95378
243 sqm,228 sqm,4,3,Yes,Yes,Yes,Yes,1.1km,Yes,20 Years,No,1.9 km,2.65,extra_large,213459
142 sqm,127 sqm,1,2,Yes,No,No,No,2.6km,No,19 Years,No,3.4 km,0.21,large,102963
255 sqm,225 sqm,4,5,Yes,Yes,Yes,No,5.4km,Yes,6 Years,No,4.2 km,0.98,extra_large,210736
203 sqm,188 sqm,3,4,No,Yes,No,Yes,2.9km,No,10 Years,No,2.5 km,5.03,large,156460
291 sqm,248 sqm,5,5,Yes,Yes,Yes,Yes,3.9km,Yes,2 Years,No,0.8 km,0.29,extra_large,272203
108 sqm,102 sqm,1,2,No,Yes,No,No,5.2km,No,22 Years,No,3.9 km,1.70,small,74438
155 sqm,149 sqm,2,3,No,No,No,No,5.8km,Yes,9 Years,No,0.4 km,4.47,small,113225
191 sqm,174 sqm,3,2,No,No,Yes,No,2.1km,No,12 Years,No,1.3 km,1.08,large,147564
541 sqm,461 sqm,7,5,Yes,Yes,Yes,Yes,6.6km,Yes,17 Years,No,3.2 km,4.70,large,432366
183 sqm,163 sqm,3,4,No,No,Yes,No,1.3km,Yes,5 Years,No,3.7 km,5.86,large,147891
516 sqm,488 sqm,7,4,Yes,Yes,Yes,Yes,3.6km,No,9 Years,No,3.7 km,2.47,extra_large,377496
212 sqm,203 sqm,3,4,No,Yes,No,Yes,1.8km,No,13 Years,No,4.3 km,1.92,medium,174726
197 sqm,181 sqm,4,4,No,Yes,Yes,Yes,0.5km,Yes,17 Years,No,2.5 km,2.45,large,183821
213 sqm,201 sqm,3,1,No,No,No,Yes,4.4km,Yes,7 Years,No,0.6 km,5.07,large,173804
418 sqm,413 sqm,6,7,Yes,Yes,Yes,Yes,2.6km,Yes,18 Years,No,5.8 km,4.24,medium,340831
287 sqm,270 sqm,5,5,Yes,Yes,Yes,Yes,4.3km,Yes,20 Years,No,2.5 km,0.73,large,254180
383 sqm,345 sqm,6,6,Yes,Yes,Yes,Yes,0.5km,Yes,9 Years,No,1.3 km,3.54,extra_large,325202
128 sqm,128 sqm,2,2,No,No,Yes,No,4.9km,No,21 Years,No,6.7 km,0.84,small,83743
279 sqm,270 sqm,5,2,Yes,Yes,Yes,Yes,5.9km,Yes,10 Years,No,5.3 km,4.98,large,236011
250 sqm,216 sqm,4,4,Yes,Yes,Yes,Yes,2.1km,Yes,6 Years,No,6.4 km,1.42,extra_large,224755
257 sqm,236 sqm,4,3,Yes,Yes,Yes,Yes,5.5km,Yes,4 Years,No,4.3 km,3.38,large,219882
256 sqm,233 sqm,4,2,Yes,Yes,Yes,Yes,3.3km,Yes,22 Years,No,4.9 km,3.63,large,221308
271 sqm,243 sqm,5,2,Yes,Yes,Yes,Yes,2.2km,Yes,8 Years,No,0.3 km,1.57,medium,255634
224 sqm,220 sqm,3,1,No,No,No,No,1.3km,Yes,7 Years,No,5.5 km,1.15,medium,174217
313 sqm,298 sqm,5,4,Yes,Yes,Yes,Yes,3.7km,Yes,5 Years,No,4.8 km,4.72,medium,259637
290 sqm,268 sqm,4,5,Yes,Yes,Yes,Yes,6.2km,Yes,7 Years,No,2.8 km,2.92,extra_large,248093
238 sqm,205 sqm,3,4,Yes,Yes,No,No,1.9km,Yes,14 Years,No,5.8 km,0.20,large,193914
311 sqm,304 sqm,5,5,Yes,Yes,Yes,Yes,5.9km,Yes,18 Years,No,6.8 km,0.24,medium,251227
284 sqm,253 sqm,4,3,Yes,Yes,No,Yes,5.4km,Yes,11 Years,No,5.9 km,2.69,large,243293
617 sqm,607 sqm,8,7,Yes,Yes,Yes,Yes,0.4km,Yes,12 Years,No,2.5 km,5.14,large,530338
159 sqm,159 sqm,3,4,Yes,No,Yes,No,0.3km,Yes,4 Years,No,6.3 km,4.34,medium,134161
219 sqm,210 sqm,3,4,Yes,Yes,Yes,No,3.5km,No,4 Years,No,3.8 km,4.72,large,171488
123 sqm,115 sqm,1,2,No,No,No,No,6.1km,No,13 Years,No,4.4 km,4.21,small,67293
264 sqm,226 sqm,5,2,Yes,Yes,Yes,Yes,5.1km,No,21 Years,No,6.1 km,2.87,large,198375
359 sqm,313 sqm,5,5,Yes,Yes,Yes,Yes,1.7km,Yes,11 Years,No,1.1 km,3.28,medium,311011
244 sqm,236 sqm,5,4,Yes,Yes,Yes,Yes,1.3km,Yes,17 Years,No,0.4 km,2.32,medium,224821
214 sqm,182 sqm,4,3,Yes,Yes,Yes,Yes,6.2km,Yes,7 Years,No,5.6 km,5.68,extra_large,183656
227 sqm,203 sqm,4,2,Yes,Yes,Yes,Yes,6.6km,No,12 Years,No,6.3 km,0.14,extra_large,186912
157 sqm,153 sqm,3,4,Yes,No,No,No,0.5km,No,12 Years,No,1.8 km,0.64,large,133107
257 sqm,237 sqm,4,4,Yes,Yes,Yes,Yes,1.3km,Yes,16 Years,No,1.9 km,2.97,extra_large,229497
306 sqm,283 sqm,5,5,Yes,Yes,Yes,Yes,3.7km,Yes,15 Years,No,5.5 km,1.60,large,265154
279 sqm,256 sqm,4,4,Yes,Yes,Yes,Yes,2.1km,Yes,13 Years,No,4.8 km,1.85,extra_large,241959
302 sqm,266 sqm,5,5,Yes,Yes,Yes,Yes,1.4km,No,4 Years,No,0.7 km,4.06,extra_large,242277
282 sqm,275 sqm,5,2,Yes,Yes,No,Yes,2.4km,Yes,21 Years,No,2.4 km,3.77,medium,233084
243 sqm,230 sqm,5,2,Yes,Yes,Yes,Yes,0.7km,Yes,13 Years,No,4.4 km,5.96,medium,217156
138 sqm,131 sqm,1,1,No,Yes,No,No,0.4km,No,8 Years,No,1.5 km,1.26,small,120335
226 sqm,203 sqm,4,5,Yes,Yes,Yes,No,1.9km,Yes,6 Years,No,2.6 km,3.07,extra_large,193042
147 sqm,131 sqm,1,2,No,No,No,No,0.7km,No,11 Years,No,1.2 km,5.52,small,96218
117 sqm,113 sqm,1,1,No,No,No,No,1.7km,No,22 Years,No,0.8 km,2.12,large,85233
170 sqm,157 sqm,3,2,Yes,Yes,No,Yes,6.6km,No,9 Years,No,2.2 km,0.30,large,145201
347 sqm,331 sqm,5,5,Yes,Yes,No,Yes,4.6km,Yes,1 Years,No,1.8 km,4.67,extra_large,287957
240 sqm,212 sqm,4,2,Yes,Yes,Yes,Yes,6.6km,Yes,14 Years,No,2.1 km,5.31,extra_large,200309
299 sqm,279 sqm,5,4,Yes,Yes,Yes,Yes,0.7km,Yes,20 Years,No,2.6 km,1.11,medium,257855
308 sqm,291 sqm,5,2,Yes,Yes,Yes,Yes,3.3km,Yes,8 Years,No,4.3 km,3.60,extra_large,260200
227 sqm,219 sqm,3,3,Yes,Yes,Yes,No,4.4km,Yes,18 Years,No,1.1 km,4.57,large,177185
209 sqm,209 sqm,3,3,No,No,No,No,2.4km,Yes,16 Years,No,3.4 km,5.52,medium,150125
141 sqm,127 sqm,2,3,Yes,No,No,Yes,4.2km,No,22 Years,No,3.4 km,0.60,medium,110964
238 sqm,223 sqm,3,2,No,Yes,No,No,2.8km,Yes,4 Years,No,4.2 km,3.70,medium,190143
166 sqm,147 sqm,3,3,Yes,Yes,Yes,No,0.1km,Yes,3 Years,Yes,3.2 km,0.43,medium,188154
147 sqm,127 sqm,1,2,Yes,Yes,No,Yes,4.9km,No,3 Years,No,5.6 km,5.23,small,110828
318 sqm,275 sqm,5,2,No,Yes,Yes,No,5.1km,Yes,13 Years,No,1.7 km,5.34,extra_large,235425
235 sqm,203 sqm,3,3,No,Yes,No,No,4.5km,Yes,8 Years,No,0.3 km,1.95,medium,194607
307 sqm,263 sqm,5,3,Yes,Yes,Yes,No,6.9km,Yes,16 Years,No,6.5 km,2.56,large,240162
140 sqm,139 sqm,1,2,No,No,No,No,1.4km,No,19 Years,No,0.8 km,4.03,small,97545
126 sqm,112 sqm,1,2,No,Yes,No,No,0.7km,No,6 Years,No,0.6 km,3.37,large,111156
167 sqm,160 sqm,2,2,No,Yes,No,No,3.7km,Yes,22 Years,Yes,3.3 km,3.04,small,141026
269 sqm,256 sqm,4,5,Yes,Yes,Yes,No,4.6km,Yes,15 Years,No,2.9 km,4.35,extra_large,205252
235 sqm,227 sqm,4,5,Yes,Yes,No,Yes,6.3km,Yes,10 Years,No,2.1 km,5.70,large,200810
130 sqm,112 sqm,1,2,Yes,No,No,No,5.6km,No,10 Years,No,1.9 km,5.60,large,73721
464 sqm,428 sqm,8,6,Yes,Yes,Yes,Yes,1.7km,Yes,21 Years,No,5.7 km,1.75,large,392746
277 sqm,247 sqm,4,5,Yes,Yes,No,Yes,2.8km,No,17 Years,No,2.7 km,1.11,extra_large,207798
265 sqm,262 sqm,4,4,Yes,Yes,No,No,6.8km,Yes,3 Years,No,3.5 km,3.87,extra_large,202572
324 sqm,306 sqm,5,2,Yes,Yes,Yes,Yes,2.1km,Yes,5 Years,No,3.5 km,5.50,medium,264697
237 sqm,226 sqm,4,4,No,Yes,Yes,Yes,0.9km,Yes,21 Years,No,1.2 km,2.34,extra_large,211509
209 sqm,198 sqm,4,2,Yes,Yes,Yes,Yes,3.3km,No,3 Years,No,0.4 km,5.50,extra_large,171651
284 sqm,265 sqm,5,2,Yes,Yes,Yes,Yes,2.9km,Yes,8 Years,No,0.4 km,2.21,extra_large,252602
269 sqm,243 sqm,4,2,No,Yes,Yes,Yes,3.9km,No,13 Years,No,0.3 km,0.50,extra_large,223458
130 sqm,120 sqm,2,1,Yes,Yes,No,No,0.8km,No,2 Years,No,5.5 km,5.97,medium,99041
127 sqm,125 sqm,1,1,Yes,No,No,No,5.3km,No,21 Years,No,1.1 km,2.42,small,76940
195 sqm,183 sqm,3,3,No,Yes,No,No,3.3km,Yes,14 Years,No,6.1 km,1.36,large,155293
244 sqm,225 sqm,5,3,Yes,Yes,Yes,Yes,4.4km,Yes,6 Years,No,1.8 km,4.25,extra_large,216423
240 sqm,239 sqm,4,3,Yes,No,Yes,Yes,0.5km,Yes,7 Years,No,6.3 km,2.77,extra_large,204696
274 sqm,248 sqm,5,4,Yes,Yes,Yes,Yes,5.1km,No,12 Years,No,4.8 km,3.65,medium,210481
454 sqm,412 sqm,6,6,Yes,Yes,Yes,Yes,1.5km,Yes,13 Years,No,1.6 km,0.18,extra_large,374503
248 sqm,227 sqm,4,2,No,Yes,Yes,No,2.8km,Yes,22 Years,No,2.6 km,3.71,extra_large,191440
171 sqm,171 sqm,3,4,No,No,No,Yes,2.5km,Yes,20 Years,No,2.3 km,3.36,large,144256
279 sqm,271 sqm,5,5,Yes,Yes,Yes,Yes,3.3km,Yes,13 Years,Yes,2.8 km,3.66,medium,270125
130 sqm,113 sqm,1,2,Yes,Yes,No,Yes,4.6km,No,20 Years,No,5.2 km,4.38,medium,95870
178 sqm,156 sqm,2,1,No,Yes,Yes,No,5.1km,No,15 Years,No,2.3 km,1.51,medium,135966
196 sqm,188 sqm,4,5,Yes,Yes,Yes,Yes,2.5km,No,7 Years,No,6.3 km,4.05,large,164687
285 sqm,279 sqm,4,5,Yes,Yes,Yes,Yes,0.1km,Yes,10 Years,No,5.6 km,2.40,large,269106
125 sqm,118 sqm,2,1,No,Yes,No,No,4.4km,No,1 Years,No,2.9 km,2.32,small,93430
184 sqm,180 sqm,3,4,Yes,No,No,Yes,5.9km,No,18 Years,No,6.8 km,3.41,large,134254
264 sqm,242 sqm,4,5,Yes,Yes,Yes,No,2.3km,Yes,9 Years,Yes,0.8 km,1.11,extra_large,263002
199 sqm,183 sqm,4,5,Yes,Yes,Yes,Yes,1.2km,Yes,17 Years,No,2.1 km,4.39,extra_large,177902
151 sqm,151 sqm,3,4,Yes,No,No,No,0.4km,Yes,8 Years,No,0.2 km,5.97,large,136013
310 sqm,294 sqm,4,2,Yes,Yes,Yes,Yes,0.8km,Yes,16 Years,No,5.9 km,2.95,extra_large,259814
255 sqm,250 sqm,5,5,Yes,Yes,No,Yes,6.7km,Yes,12 Years,No,4.2 km,0.71,extra_large,214934
162 sqm,152 sqm,2,1,No,Yes,No,No,4.5km,No,18 Years,No,6.7 km,2.41,medium,104462
160 sqm,141 sqm,3,4,Yes,Yes,No,Yes,5.4km,Yes,1 Years,No,0.5 km,0.54,large,163675
196 sqm,183 sqm,3,3,No,Yes,No,No,2.4km,No,21 Years,No,1.8 km,1.46,large,143390
222 sqm,195 sqm,3,2,Yes,Yes,No,Yes,0.7km,No,15 Years,No,1.3 km,3.56,large,182533
384 sqm,364 sqm,6,6,Yes,Yes,Yes,Yes,6.2km,No,9 Years,No,0.4 km,4.10,large,294804
478 sqm,475 sqm,7,6,Yes,Yes,Yes,Yes,3.1km,Yes,20 Years,No,4.3 km,4.56,large,381565
332 sqm,287 sqm,5,4,Yes,Yes,Yes,Yes,0.8km,Yes,3 Years,No,5.1 km,0.13,extra_large,302205
191 sqm,182 sqm,4,3,No,Yes,Yes,No,4.7km,No,4 Years,No,0.3 km,1.56,extra_large,141317
330 sqm,286 sqm,6,7,Yes,Yes,Yes,Yes,6.7km,Yes,11 Years,No,6.1 km,5.13,large,271701
246 sqm,245 sqm,5,5,Yes,No,Yes,Yes,0.3km,Yes,7 Years,No,5.9 km,4.72,medium,219134
112 sqm,105 sqm,1,1,Yes,No,Yes,No,6.9km,Yes,5 Years,No,2.9 km,4.23,large,85401
309 sqm,309 sqm,4,2,Yes,No,Yes,Yes,4.5km,Yes,3 Years,No,5.7 km,5.68,large,262053
151 sqm,151 sqm,2,1,No,No,No,Yes,0.7km,No,11 Years,No,3.7 km,0.32,medium,137281
288 sqm,280 sqm,4,4,Yes,Yes,Yes,Yes,2.1km,No,6 Years,No,3.9 km,4.84,large,223190
275 sqm,238 sqm,5,2,Yes,Yes,Yes,Yes,5.8km,No,20 Years,No,2.1 km,5.93,large,207272
329 sqm,312 sqm,5,5,Yes,Yes,Yes,Yes,2.2km,Yes,17 Years,No,3.6 km,0.98,medium,278275
125 sqm,112 sqm,2,3,No,Yes,Yes,No,4.9km,Yes,2 Years,No,5.4 km,0.45,medium,116903
319 sqm,280 sqm,5,3,Yes,Yes,Yes,No,4.3km,Yes,13 Years,No,2.3 km,3.99,large,250610
436 sqm,386 sqm,6,4,Yes,Yes,Yes,Yes,5.9km,Yes,17 Years,Yes,0.9 km,3.46,medium,408151
451 sqm,448 sqm,6,6,Yes,Yes,Yes,Yes,4.3km,Yes,10 Years,No,0.2 km,0.20,medium,377963
341 sqm,306 sqm,6,4,Yes,Yes,Yes,Yes,0.3km,Yes,1 Years,No,6.5 km,1.27,large,316906
254 sqm,249 sqm,5,3,Yes,Yes,Yes,Yes,3.2km,Yes,17 Years,No,5.3 km,2.83,large,220707
330 sqm,310 sqm,5,3,Yes,Yes,Yes,Yes,1.2km,Yes,16 Years,No,1.4 km,4.23,large,293065
514 sqm,497 sqm,7,6,Yes,Yes,Yes,Yes,1.5km,Yes,17 Years,No,0.1 km,2.17,extra_large,410453
217 sqm,212 sqm,3,1,No,No,No,Yes,2.5km,No,11 Years,No,4.8 km,2.94,medium,159474
227 sqm,196 sqm,4,2,No,Yes,Yes,Yes,3.3km,Yes,12 Years,No,0.7 km,1.93,extra_large,201468
359 sqm,325 sqm,5,2,Yes,Yes,Yes,No,5.3km,Yes,13 Years,No,2.5 km,0.06,large,292164
271 sqm,238 sqm,4,3,Yes,Yes,Yes,Yes,5.3km,No,8 Years,No,0.7 km,4.25,extra_large,213943
129 sqm,123 sqm,1,2,Yes,No,No,No,4.6km,No,19 Years,No,6.7 km,4.54,medium,76497
205 sqm,185 sqm,3,1,Yes,No,No,Yes,3.4km,Yes,19 Years,No,1.7 km,1.19,large,182300
164 sqm,148 sqm,3,4,No,No,No,No,3.4km,No,21 Years,No,1.2 km,0.82,medium,114031
211 sqm,194 sqm,4,4,Yes,Yes,Yes,Yes,0.9km,No,5 Years,No,3.2 km,2.01,large,199066
237 sqm,219 sqm,3,2,Yes,Yes,No,Yes,5.3km,No,13 Years,No,4.8 km,0.70,large,181745
214 sqm,207 sqm,3,3,Yes,Yes,No,Yes,4.1km,No,4 Years,No,2.4 km,5.64,large,166525
290 sqm,264 sqm,4,4,Yes,Yes,Yes,No,4.9km,Yes,7 Years,No,0.7 km,5.29,extra_large,222395
475 sqm,416 sqm,7,5,Yes,Yes,Yes,Yes,2.8km,Yes,18 Years,No,4.8 km,0.39,large,404497
186 sqm,169 sqm,3,4,Yes,Yes,No,No,3.1km,Yes,20 Years,No,6.2 km,1.76,medium,145613
173 sqm,161 sqm,2,1,No,Yes,No,No,0.3km,Yes,12 Years,No,6.4 km,2.83,small,143296
219 sqm,208 sqm,4,3,Yes,Yes,Yes,Yes,4.5km,Yes,1 Years,No,2.5 km,0.51,large,205677
269 sqm,240 sqm,5,2,Yes,Yes,Yes,No,5.1km,Yes,11 Years,No,6.3 km,4.24,extra_large,205457
138 sqm,131 sqm,1,1,No,Yes,No,No,5.2km,No,19 Years,No,1.3 km,1.06,large,102642
287 sqm,282 sqm,4,4,Yes,Yes,Yes,Yes,4.3km,Yes,10 Years,No,3.4 km,3.35,extra_large,231982
148 sqm,130 sqm,2,3,No,Yes,No,No,3.9km,No,20 Years,No,4.5 km,4.29,medium,97321
266 sqm,240 sqm,4,2,Yes,Yes,No,Yes,6.3km,Yes,3 Years,No,3.3 km,2.01,extra_large,223148
233 sqm,214 sqm,5,4,Yes,Yes,Yes,Yes,3.6km,Yes,14 Years,Yes,3.6 km,1.60,large,249523
150 sqm,129 sqm,1,1,No,No,No,Yes,3.3km,Yes,20 Years,No,1.7 km,0.12,medium,131884
234 sqm,222 sqm,3,1,No,No,Yes,No,1.5km,Yes,12 Years,No,6.7 km,3.16,medium,175040
296 sqm,255 sqm,4,3,Yes,Yes,Yes,Yes,4.5km,No,21 Years,No,0.6 km,3.32,extra_large,227810
408 sqm,371 sqm,7,6,Yes,Yes,Yes,Yes,6.3km,Yes,2 Years,No,0.4 km,3.47,large,344521
284 sqm,246 sqm,4,3,Yes,Yes,Yes,Yes,6.4km,Yes,11 Years,No,6.4 km,4.93,large,235753
103 sqm,101 sqm,1,1,No,No,No,No,1.7km,No,20 Years,No,5.9 km,3.37,medium,65540
227 sqm,226 sqm,4,3,Yes,Yes,Yes,Yes,1.8km,Yes,5 Years,No,5.1 km,1.94,large,212181
787 sqm,689 sqm,8,5,Yes,Yes,Yes,Yes,0.9km,Yes,4 Years,No,4.9 km,2.46,large,664664
131 sqm,120 sqm,2,3,Yes,Yes,No,No,3.1km,Yes,17 Years,No,3.3 km,4.22,medium,94041
292 sqm,262 sqm,5,4,Yes,Yes,Yes,Yes,2.5km,Yes,5 Years,Yes,6.1 km,0.45,medium,295119
239 sqm,207 sqm,5,4,Yes,Yes,Yes,Yes,3.3km,Yes,22 Years,No,5.8 km,5.14,extra_large,204098
202 sqm,196 sqm,4,2,Yes,Yes,No,Yes,5.3km,Yes,8 Years,No,1.4 km,0.56,extra_large,182564
303 sqm,263 sqm,5,2,Yes,Yes,Yes,Yes,6.8km,Yes,10 Years,No,6.2 km,0.73,extra_large,265710
307 sqm,293 sqm,6,7,No,Yes,Yes,Yes,1.1km,No,18 Years,No,0.6 km,0.98,large,250642
359 sqm,317 sqm,5,5,Yes,Yes,Yes,Yes,4.2km,Yes,12 Years,No,3.7 km,4.10,large,311917
160 sqm,147 sqm,3,4,Yes,No,No,No,2.7km,Yes,7 Years,No,3.5 km,5.79,medium,116061
358 sqm,316 sqm,5,4,Yes,Yes,No,Yes,2.8km,Yes,14 Years,No,1.6 km,0.41,medium,299574
407 sqm,396 sqm,6,7,Yes,Yes,Yes,Yes,6.8km,Yes,20 Years,No,3.7 km,0.61,large,325621
148 sqm,131 sqm,2,3,No,No,No,Yes,4.3km,Yes,15 Years,No,6.5 km,1.87,small,121043
773 sqm,760 sqm,8,9,Yes,Yes,Yes,Yes,3.5km,Yes,16 Years,No,6.5 km,4.08,extra_large,576789
231 sqm,224 sqm,3,4,No,Yes,No,No,3.1km,No,5 Years,Yes,1.6 km,1.33,medium,202344
205 sqm,202 sqm,4,4,Yes,Yes,Yes,No,2.7km,No,13 Years,No,1.6 km,1.72,large,161000
451 sqm,417 sqm,7,6,Yes,Yes,Yes,Yes,2.3km,Yes,3 Years,No,0.7 km,0.18,extra_large,389283
427 sqm,397 sqm,6,6,Yes,Yes,Yes,Yes,5.4km,Yes,8 Years,No,0.7 km,2.10,extra_large,354297
330 sqm,312 sqm,5,5,Yes,Yes,Yes,Yes,2.5km,No,3 Years,No,3.8 km,3.22,extra_large,258187
220 sqm,192 sqm,4,2,Yes,Yes,Yes,Yes,2.1km,No,3 Years,No,2.1 km,5.11,large,184420
306 sqm,269 sqm,4,4,Yes,Yes,Yes,Yes,6.8km,No,7 Years,No,1.8 km,1.99,extra_large,236124
585 sqm,584 sqm,7,5,Yes,Yes,Yes,Yes,5.7km,Yes,5 Years,No,5.2 km,2.18,extra_large,466085
106 sqm,96 sqm,1,2,Yes,Yes,No,No,5.8km,No,8 Years,No,3.5 km,3.14,large,82517
413 sqm,394 sqm,7,6,Yes,Yes,Yes,Yes,1.5km,Yes,16 Years,No,0.8 km,3.75,extra_large,329782
163 sqm,141 sqm,2,2,Yes,Yes,Yes,No,6.6km,No,15 Years,No,6.2 km,1.55,medium,119487
185 sqm,158 sqm,3,1,No,Yes,No,Yes,3.1km,Yes,15 Years,No,3.9 km,2.49,medium,160156
209 sqm,198 sqm,3,4,No,Yes,No,Yes,1.9km,Yes,3 Years,No,4.4 km,3.96,medium,175937
465 sqm,429 sqm,7,8,Yes,Yes,Yes,Yes,6.7km,Yes,21 Years,Yes,6.4 km,3.13,large,426715
302 sqm,299 sqm,4,5,Yes,Yes,No,Yes,0.8km,No,9 Years,No,3.4 km,0.18,large,259604
200 sqm,196 sqm,3,4,No,No,No,No,3.5km,No,1 Years,No,3.1 km,3.79,medium,133156
248 sqm,231 sqm,4,2,No,Yes,Yes,Yes,3.8km,Yes,22 Years,No,2.5 km,0.51,large,217731
159 sqm,141 sqm,3,4,Yes,No,No,No,1.9km,Yes,10 Years,No,4.1 km,5.42,medium,113065
314 sqm,306 sqm,5,4,Yes,Yes,Yes,Yes,1.3km,No,22 Years,No,1.3 km,3.57,extra_large,243494
243 sqm,207 sqm,5,3,Yes,Yes,Yes,No,1.6km,Yes,15 Years,Yes,6.2 km,1.49,medium,238703
344 sqm,328 sqm,5,5,Yes,Yes,Yes,Yes,5.2km,Yes,7 Years,No,2.5 km,1.52,large,296117
222 sqm,208 sqm,4,3,Yes,Yes,No,Yes,5.1km,Yes,17 Years,No,6.1 km,0.65,large,192713
308 sqm,292 sqm,4,5,Yes,Yes,Yes,Yes,1.7km,No,6 Years,No,6.4 km,5.87,extra_large,225370
322 sqm,289 sqm,6,4,Yes,Yes,Yes,Yes,1.8km,Yes,7 Years,No,3.9 km,1.98,extra_large,278536
506 sqm,459 sqm,7,7,Yes,Yes,Yes,Yes,3.5km,Yes,8 Years,No,1.5 km,2.23,extra_large,415232
297 sqm,262 sqm,4,2,No,Yes,Yes,Yes,3.7km,Yes,16 Years,No,3.1 km,2.59,large,256089
289 sqm,251 sqm,4,2,No,Yes,Yes,Yes,1.8km,Yes,16 Years,No,3.6 km,5.40,extra_large,230416
132 sqm,116 sqm,1,1,Yes,Yes,No,No,4.5km,No,4 Years,No,5.8 km,2.43,small,95292
296 sqm,290 sqm,4,4,Yes,Yes,Yes,Yes,5.6km,Yes,3 Years,No,3.8 km,2.82,large,263413
103 sqm,98 sqm,1,1,No,No,No,No,6.1km,No,16 Years,No,2.4 km,0.45,large,71009
254 sqm,235 sqm,4,4,Yes,Yes,Yes,Yes,4.7km,Yes,2 Years,No,2.7 km,5.86,extra_large,220118
179 sqm,154 sqm,3,1,Yes,Yes,No,No,1.1km,No,13 Years,No,6.2 km,3.11,large,136777
353 sqm,344 sqm,5,5,Yes,Yes,Yes,Yes,4.8km,Yes,9 Years,No,6.3 km,3.16,large,295900
159 sqm,146 sqm,2,2,No,No,Yes,No,1.6km,No,6 Years,No,4.1 km,1.01,small,125241
227 sqm,225 sqm,3,1,No,No,No,No,2.5km,Yes,8 Years,No,3.5 km,3.59,large,165546
221 sqm,214 sqm,4,4,No,Yes,Yes,Yes,3.9km,Yes,16 Years,No,0.1 km,5.10,extra_large,187609
164 sqm,142 sqm,3,4,Yes,Yes,Yes,No,0.1km,No,10 Years,No,0.1 km,5.59,medium,147135
164 sqm,160 sqm,3,2,No,No,No,Yes,5.1km,No,12 Years,No,3.3 km,2.66,large,123829
275 sqm,264 sqm,4,2,Yes,Yes,Yes,Yes,3.6km,No,7 Years,No,5.7 km,2.16,extra_large,213367
348 sqm,330 sqm,5,4,Yes,Yes,Yes,Yes,4.8km,No,13 Years,No,2.7 km,2.35,large,265087
157 sqm,150 sqm,3,4,Yes,Yes,No,Yes,5.1km,No,11 Years,No,6.2 km,5.15,large,115343
195 sqm,187 sqm,4,3,Yes,Yes,Yes,Yes,4.7km,Yes,18 Years,Yes,3.4 km,0.43,large,203959
167 sqm,161 sqm,2,2,Yes,Yes,No,No,0.7km,Yes,7 Years,No,1.7 km,4.31,small,143487
